6;6;6;2
5;10;5;11
6;1;6;4
14;13;15;13
3;3;4;4
4;2;2;4
9;3;9;9
7;9;7;10
4;7;4;3
2;4;5;3
3;6;5;5
5;8;6;4
3;3;5;5
5;4;2;4
15;2;7;7
6;7;4;4
4;3;5;8
5;6;4;1
4;4;5;5
1;5;7;5
5;4;3;5
4;1;4;5
1;6;1;8
4;3;4;7
4;1;4;6
4;4;5;5
2;4;9;5
7;7;4;18
5;6;5;8
5;5;18;10
18;5;6;5
8;20;10;3
10;6;5;3
5;10;5;25
3;5;3;7
4;6;22;5
19;21;4;5
2;4;6;6
4;7;5;6
6;5;4;2
5;7;7;4
5;16;7;8
6;8;6;7
6;9;7;2
3;8;9;7
3;5;17;4
8;13;5;2
7;5;4;4
7;7;11;5
6;13;12;13
2;7;2;3
4;8;4;12
5;5;3;2
4;15;8;6
5;6;5;8
6;4;11;5
12;17;1;8
2;4;6;4
4;4;7;6
3;7;17;7
8;6;4;18
5;9;5;3
11;10;6;5
1;3;8;8
6;4;6;4
7;7;14;9
18;2;4;10
3;4;8;3
5;8;1;4
6;5;4;7
8;7;8;2
7;6;5;4
16;9;7;8
1;6;7;5
7;4;8;7
2;5;6;7
4;9;4;8
5;6;5;10
15;7;10;5
6;4;7;11
9;6;5;6
6;5;4;5
4;5;11;4
5;4;5;11
9;4;4;5
6;3;4;4
8;11;3;4
3;7;11;3
11;4;5;14
7;4;3;5
2;7;3;3
4;19;4;4
3;6;4;7
11;15;3;19
5;2;19;6
3;7;6;12
3;2;15;6
4;8;7;6
7;7;4;2
19;17;8;8
6;3;7;7
3;9;4;4
15;2;6;16
8;3;3;11
8;3;8;5
7;13;15;1
4;10;1;13
7;2;13;8
6;10;8;4
3;3;4;10
9;2;10;4
2;6;3;9
3;4;2;2
3;3;4;3
13;6;6;6
8;3;2;3
4;10;4;6
10;4;5;11
3;6;7;3
6;6;4;4
6;5;4;4
3;9;6;3
6;5;4;9
3;17;7;5
6;4;9;7
4;9;5;9
4;5;7;5
6;3;9;9
7;7;5;5
4;3;14;2
9;5;3;7
5;9;6;1
21;5;2;3
15;2;6;9
8;8;1;5
1;3;6;2
3;4;5;5
5;10;5;8
6;4;5;5
9;7;4;2
1;5;4;10
9;5;2;4
2;4;10;7
4;2;4;5
10;6;12;8
4;4;8;4
7;4;3;5
5;11;6;4
8;3;4;4
8;2;4;9
3;9;9;2
2;2;2;5
4;5;5;9
9;6;9;4
7;3;7;5
9;4;6;5
4;4;6;6
10;8;3;4
3;10;2;8
7;2;8;12
7;;10;
